2018-12-19,18:4:24,1.02,229,42949472.00,9.76,2.82,450.46,0,9.47&
2018-12-19,18:6:30,0.84,229,42949472.00,16.61,3.19,394.79,0,9.27&
2018-12-19,18:8:36,1.02,227,42949472.00,18.37,3.15,464.00,0,9.26&
2018-12-19,18:10:41,0.89,230,42949472.00,11.67,3.00,468.33,0,9.30&
2018-12-19,18:12:47,0.37,222,42949472.00,15.42,3.24,393.95,0,9.49&
2018-12-19,18:14:53,0.76,209,42949472.00,22.76,3.94,422.76,0,9.28&
2018-12-19,18:17:0,1.15,200,42949472.00,24.44,4.31,372.02,0,9.38&
2018-12-19,18:19:6,1.28,204,42949472.00,16.54,3.78,414.22,0,9.36&
2018-12-19,18:21:12,0.84,203,42949472.00,15.45,3.67,431.78,0,9.30&
